Query,Prompt,Generated_Answer
what is the meaning of the name patricia,"Question: what is the meaning of the name patricia


Document 1:
The Philips Videopac+ G7400 is a third-generation home video game console released in limited quantities in 1983, and only in Europe; an American release as the Odyssey³ Command Center was planned but never occurred. The G7400 was the successor to the Philips Videopac G7000, the European counterpart to the American Magnavox Odyssey². The system featured excellently tailored background and foreground graphics. The G7400 could play three types of games: all normal G7000 games, special G7000 games with additional high-res background graphics that would appear only when played on the G7400, and G7400-only games with high-res sprites and backgrounds. Odyssey³ There were plans to release the G7400 in the United States as the Odyssey³ and later as the Odyssey³ Command Center; the system was demonstrated at the 1983 Consumer Electronics Show, and some prototypes have been found. The Odyssey³ was never released, mostly because company executives concluded that it was not technologically advanced enough to compete in the marketplace. Also, the video game crash of 1983 ended all lingering hopes for a release. The Odyssey³ was to feature a real mechanical keyboard, unlike the membrane keyboard found in the G7000 and Odyssey², as well as a built-in joystick holder for dual-joystick games. Prototypes for a 300 baud modem and a speech synthesizer are known to have been made, and a laserdisc interface was planned to allow even more advanced games. Specifications CPU: Intel 8048, 5.91 MHz RAM: 6 KB + 192 Byte ROM: 1 KB Display: 320×238×16 (Intel 8245 for G7000 compatible 128x64 16 color graphics and EF9340+EF9341) Audio: 1 channel, 8 sounds Input / Output: RF modulator, Péritel/SCART connector (with RGB), joystick port(s), ROM cartridge port Expansion The Voice – Speech synthesis unit, compatible with G7000 Chess Module – Increased the G7400's computing power such that it could play chess, also compatible with G7000 Microsoft BASIC Home Computer Module (C7420) – Similar to above, with the purpose of converting the G7400 into a ""real"" computer, not compatible with G7000. An additional Z80 CPU with 16 KB RAM and 16 KB ROM. See also List of Videopac games References External links Technical data Philips G7400 Manual Videopac + G7400 Third-generation video game consoles 1983 in video gaming Computer-related introductions in 1983 Products introduced in 1983

",Question: what is
who came up with the idea of communism,"Question: who came up with the idea of communism


Document 1:
Berkley is a city in Union Township, Boone County, Iowa, United States. The population was 23 at the 2020 census, down 4.2% from 24 in 2000. History Berkley was laid out as a town in 1883. Geography Berkley is located at (41.946123, -94.113820). According to the United States Census Bureau, the city has a total area of , all land. Beaver Creek flows near the town site. Demographics 2010 census As of the census of 2010, there were 32 people, 11 households, and 9 families living in the city. The population density was . There were 14 housing units at an average density of . The racial makeup of the city was 96.9% White and 3.1% from other races. Hispanic or Latino of any race were 3.1% of the population. There were 11 households, of which 36.4% had children under the age of 18 living with them, 45.5% were married couples living together, 9.1% had a female householder with no husband present, 27.3% had a male householder with no wife present, and 18.2% were non-families. 18.2% of all households were made up of individuals, and 9.1% had someone living alone who was 65 years of age or older. The average household size was 2.91 and the average family size was 2.89. The median age in the city was 42 years. 25% of residents were under the age of 18; 9.3% were between the ages of 18 and 24; 18.9% were from 25 to 44; 28.2% were from 45 to 64; and 18.8% were 65 years of age or older. The gender makeup of the city was 59.4% male and 40.6% female. 2000 census As of the census of 2000, there were 24 people, 11 households, and 8 families living in the city. The population density was 114.6 people per square mile (44.1/km2). There were 11 housing units at an average density of 52.5 per square mile (20.2/km2). The racial makeup of the city was 100.00% White. There were 11 households, out of which 9.1% had children under the age of 18 living with them, 54.5% were married couples living together, 27.3% had a female householder with no husband present, and 18.2% were non-families. 18.2% of all households were made up of individuals, and 18.2% had someone living alone who was 65 years of age or older. The average household size was 2.18 and the average family size was 2.33. In the city, the population was spread out, with 8.3% under the age of 18, 8.3% from 18 to 24, 16.7% from 25 to 44, 20.8% from 45 to 64, and 45.8% who were 65 years of age or older. The median age was 60 years. For every 100 females, there were 71.4 males. For every 100 females age 18 and over, there were 69.2 males. The median income for a household in the city was $30,000, and the median income for a family was $31,250. Males had a median income of $43,750 versus $14,375 for females. The per capita income for the city was $15,822. There were no families and 11.1% of the population living below the poverty line, including no under eighteens and 21.4% of those over 64. References Cities in Boone County, Iowa Cities in Iowa 1883 establishments in Iowa

",pic: <soc
what did hal stand for in 2001 a space odyssey,"Question: what did hal stand for in 2001 a space odyssey

",
who wrote the music for how the grinch stole christmas,"Question: who wrote the music for how the grinch stole christmas

",
who becomes the president after the president is impeached,"Question: who becomes the president after the president is impeached


Document 1:
Huckleberry Finn is a fictional character created by Mark Twain. Huckleberry Finn may also refer to: Adventures of Huckleberry Finn, a Mark Twain novel Huckleberry Finn (1920 film), a silent film featuring Gordon Griffith Huckleberry Finn (1931 film), starring Jackie Coogan and Junior Durkin Huckleberry Finn (1974 film), a musical starring Jeff East Huckleberry Finn (1975 film), a TV movie with Ron Howard Huckleberry Finn, an opera by Hall Overton Huckleberry Finn (EP), by Duke Special See also Adventures of Huckleberry Finn (disambiguation) Huckleberry Finn and His Friends (1979 TV series), starring Ian Tracey Huckleberry no Bouken, a 1994 Japanese anime


Document 2:
Kandiyohi Township is a township in Kandiyohi County, Minnesota, United States. The population was 600 at the 2000 census. Kandiyohi Township was organized in 1868. Geography According to the United States Census Bureau, the township has a total area of , of which is land and (5.77%) is water. Demographics As of the census of 2000, there were 600 people, 225 households, and 182 families residing in the township. The population density was 18.0 people per square mile (7.0/km2). There were 232 housing units at an average density of 7.0/sq mi (2.7/km2). The racial makeup of the township was 97.17% White, 0.67% African American, 1.00% Asian, 0.83% from other races, and 0.33% from two or more races. Hispanic or Latino of any race were 1.50% of the population. There were 225 households, out of which 31.6% had children under the age of 18 living with them, 75.6% were married couples living together, 3.1% had a female householder with no husband present, and 18.7% were non-families. 16.0% of all households were made up of individuals, and 7.1% had someone living alone who was 65 years of age or older. The average household size was 2.66 and the average family size was 2.98. In the township the population was spread out, with 25.7% under the age of 18, 6.3% from 18 to 24, 21.7% from 25 to 44, 33.2% from 45 to 64, and 13.2% who were 65 years of age or older. The median age was 43 years. For every 100 females, there were 111.3 males. For every 100 females age 18 and over, there were 110.4 males. The median income for a household in the township was $50,781, and the median income for a family was $51,250. Males had a median income of $32,250 versus $21,346 for females. The per capita income for the township was $22,399. About 2.7% of families and 5.2% of the population were below the poverty line, including 8.7% of those under age 18 and 2.4% of those age 65 or over. References Townships in Kandiyohi County, Minnesota Townships in Minnesota

",Question: What is
who plays young gideon in once upon a time,"Question: who plays young gideon in once upon a time


Document 1:
GATT or the General Agreement on Tariffs and Trade is a legal agreement between many countries, whose overall purpose was to promote international trade. Gatt or GATT may also refer to: Gatt (surname) Gatt Gatt the Bat, a nickname given to Mike Gatting, an English cricketer Generic Attribute Profile, a data exchange protocol in Bluetooth Low Energy


Document 2:
Maroboduus (d. AD 37) was a king of the Marcomanni, who were a Germanic Suebian people. He spent part of his youth in Rome, and returning, found his people under pressure from invasions by the Roman empire between the Rhine and Elbe. He led them into the forests of Bohemia, near to the Quadi who already lived nearby, and established a large alliance. Name The name ""Maroboduus"" can be broken down into two Celtic elements, māro- meaning ""great"" (cf. Welsh mawr, Irish mór), and bodwos meaning ""raven"" (cf. Irish badhbh).;; Biography Maroboduus was born into a noble family of the Marcomanni. As a young man, he lived in Italy and enjoyed the favour of the Emperor Augustus. The Marcomanni had been beaten utterly by the Romans in 10 BC. About 9 BC, Maroboduus returned to Germania and became ruler of his people. To deal with the threat of Roman expansion into the Rhine-Danube basin, he led the Marcomanni to the area later known as Bohemia to be outside the range of the Roman influence. There, he took the title of king and organized a confederation of several neighboring Germanic tribes. He was the first documented ruler of Bohemia with a government. Augustus planned in 6 AD to destroy the kingdom of Maroboduus, which he considered to be too dangerous for the Romans. The future emperor Tiberius commanded 12 legions to attack the Marcomanni, but the outbreak of a revolt in Illyria, and the need for troops there, forced Tiberius to conclude a treaty with Maroboduus and to recognize him as king. War with Arminius and death His rivalry with Arminius, the Cheruscan leader who inflicted the devastating defeat at the Battle of the Teutoburg Forest on the Romans under Publius Quinctilius Varus in 9 AD, prevented a concerted attack on Roman territory across the Rhine in the north (by Arminius) and in the Danube basin in the south (by Maroboduus). However, according to the first-century AD historian Marcus Velleius Paterculus, Arminius sent Varus's head to Maroboduus, but the king of the Marcomanni sent it to Augustus. In the revenge war of Tiberius and Germanicus against the Cherusci, Maroboduus stayed neutral. In 17 AD, war broke out between Arminius and Maroboduus, and after an indecisive battle, Maroboduus withdrew into the hilly forests of Bohemia, in 18 AD. In the next year, Catualda, a young Marcomannic nobleman living in exile among the Gutones, returned, perhaps by a subversive Roman intervention, and defeated Maroboduus. The deposed king had to flee to Italy, and Tiberius detained him 18 years in Ravenna. There, Maroboduus died in 37 AD. Catualda was, in turn, defeated by the Hermunduri Vibilius, after which the realm was ruled by the Quadian Vannius. Vannius was himself also deposed by Vibilius, in coordination with his nephews Vangio and Sido, who then ruled as Roman client kings. References Further reading Peter Kehne: Marbod. In: Reallexikon der Germanischen Altertumskunde, vol. 19 (2001), p. 258-262. Tacitus, Annals, Book 1 & Book 2. External links Gaulish English Dictionary 37 deaths Germanic warriors Marcomannic rulers 1st-century BC births

",Question: who played
who sets the salaries for senate and house members,"Question: who sets the salaries for senate and house members


Document 1:
Summerfield Township is a civil township of Clare County in the U.S. state of Michigan. The population was 459 at the 2020 census. Communities Leota is an unincorporated community in the township on the Muskegon River at . A post office was established on June 15, 1899 with Arthur E. Rhoden as the first postmaster. In the 1920s, Leota was on the route of M-74. Geography Summerfield Township is located in northern Clare County and is bordered to the north by Missaukee and Roscommon counties. According to the United States Census Bureau, the township has a total area of , of which is land and , or 1.96%, is water. Demographics As of the census of 2000, there were 453 people, 217 households, and 134 families residing in the township. The population density was 12.7 per square mile (4.9/km). There were 639 housing units at an average density of 17.9 per square mile (6.9/km). The racial makeup of the township was 98.68% White, 0.44% Native American, and 0.88% from two or more races. Hispanic or Latino of any race were 0.88% of the population. There were 217 households, out of which 16.1% had children under the age of 18 living with them, 52.5% were married couples living together, 5.1% had a female householder with no husband present, and 37.8% were non-families. 31.3% of all households were made up of individuals, and 14.3% had someone living alone who was 65 years of age or older. The average household size was 2.09 and the average family size was 2.53. In the township the population was spread out, with 15.5% under the age of 18, 4.9% from 18 to 24, 22.3% from 25 to 44, 33.6% from 45 to 64, and 23.8% who were 65 years of age or older. The median age was 49 years. For every 100 females, there were 99.6 males. For every 100 females age 18 and over, there were 102.6 males. The median income for a household in the township was $21,250, and the median income for a family was $25,000. Males had a median income of $30,000 versus $17,500 for females. The per capita income for the township was $15,912. About 18.3% of families and 19.3% of the population were below the poverty line, including 36.5% of those under age 18 and 15.5% of those age 65 or over. References Townships in Clare County, Michigan Townships in Michigan


Document 2:
Boxtel () is a municipality and a town in the southern Netherlands. The name derives from Buchestelle and is presumably a combination of 'stelle' (Dutch for stable, safe place) and (deer) buck. This is the origin of the Van Boxtel family, which has numerous descendants in North Brabant. The town was the site of the Battle of Boxtel fought in September 1794 during the Flanders campaign. It is often principally remembered as the first battle of the future Duke of Wellington. Population centres Boxtel Esch Lennisheuvel Liempde Topography Dutch topographic map of the municipality of Boxtel, 2021 Notable residents José van Dijck (born 1960) a new media author and academic Teun Voeten (born 1961) a Dutch photojournalist and cultural anthropologist Marcel Wanders (born 1963) a Dutch designer and art director Dianne van Giersbergen (born 1985 in Liempde) a spinto soprano and singer-songwriter Sam Feldt (born 1993) a Dutch DJ and record producer Sport Jeroen Delmee (born 1973) a field hockey player and twice Olympic champion Bas van Erp (1979 – 2016) a Dutch wheelchair Paralympic tennis player Frank van der Struijk (born 1985) a Dutch footballer with over 300 club caps Michael van Gerwen (born 1989) a Dutch professional, 3-time World Darts Champion Glenn Schuurman (born 1991) a Dutch field hockey player, competed at the 2016 Summer Olympics Silvinho Esajas (born 2002) a Dutch professional footballer Transportation Boxtel railway station Gallery References External links Official website Municipalities of North Brabant Populated places in North Brabant

",rcise 1:
where is the setting of charlotte's web,"Question: where is the setting of charlotte's web

",A. New York
who played guitar solo on reeling in the years,"Question: who played guitar solo on reeling in the years

","From clue 1,"
what order do the resident evil films go in,"Question: what order do the resident evil films go in

",Returns:
who is the actor that plays stefan salvatore,"Question: who is the actor that plays stefan salvatore

",From clue 1
who played david in the assassination of versace,"Question: who played david in the assassination of versace

",A. daniel
who played in the super bowl this year,"Question: who played in the super bowl this year


Document 1:
Grand Haven Charter Township is a charter township of Ottawa County in the U.S. state of Michigan. The population was 15,178 at the 2010 census. The Grand Haven Township is located immediately south of Grand Haven. Communities Agnew is an unincorporated village in this Township near the junction of US 31 and M-45. Geography According to the United States Census Bureau, the Township has a total area of , of which is land and (19.71%) is water. Demographics As of the census of 2000, there were 13,278 people, 4,609 households, and 3,811 families residing in the township. The population density was 463.6 per square mile (179.0/km2). There were 5,042 housing units at an average density of 176.0 per square mile (68.0/km2). The racial makeup of the Township was 97.15% White, 0.12% African American, 0.35% Native American, 0.56% Asian, 0.01% Pacific Islander, 0.67% from other races, and 1.14% from two or more races. Hispanic or Latino of any race were 1.90% of the population. There were 4,609 households, out of which 44.3% had children under the age of 18 living with them, 72.1% were married couples living together, 7.5% had a female householder with no husband present, and 17.3% were non-families. 13.8% of all households were made up of individuals, and 4.4% had someone living alone who was 65 years of age or older. The average household size was 2.87 and the average family size was 3.16. In the Township the population was spread out, with 30.4% under the age of 18, 6.6% from 18 to 24, 29.8% from 25 to 44, 25.0% from 45 to 64, and 8.2% who were 65 years of age or older. The median age was 36 years. For every 100 females, there were 100.2 males. For every 100 females age 18 and over, there were 96.8 males. The median income for a household in the Township was $62,380, and the median income for a family was $68,237. Males had a median income of $48,389 versus $28,520 for females. The per capita income for the Township was $25,025. About 1.0% of families and 2.2% of the population were below the poverty line, including 1.2% of those under age 18 and 3.2% of those age 65 or over. Major highways bisects the Township from north to south, running from Grand Haven to the north and Holland to the south. also bisects the Township from east to west, running east from to Allendale Charter Township then on to Grand Rapids. References External links Grand Haven Charter Township Townships in Ottawa County, Michigan Charter townships in Michigan

",Question: What is
when did jem and the holograms come out,"Question: when did jem and the holograms come out

",A. 2010
who played amy grant and i can only imagine,"Question: who played amy grant and i can only imagine


Document 1:
Cornish is the adjective and demonym associated with Cornwall, the most southwesterly part of the United Kingdom. It may refer to: Cornish language, a Brittonic Southwestern Celtic language of the Indo-European language family, spoken in Cornwall Cornish people Cornish Americans Cornish Australians Cornish Canadians Cornish diaspora Culture of Cornwall Cornish may also refer to: Places United States Cornish, Colorado Cornish, Maine, a town Cornish (CDP), Maine, the primary village Cornish, New Hampshire Cornish, Oklahoma Cornish, Utah Cornish Township, Aitkin County, Minnesota Cornish Township, Sibley County, Minnesota People Cornish (surname) Animals and plants Cornish Aromatic, apple cultivar Cornish chicken Cornish chough (Pyrrhocorax pyrrhocorax), a species in the family Corvidae Cornish game hen Cornish Rex, a breed of cat Lucas Terrier, a Cornish breed of dog Sports Cornish Wrestling, the ancient martial art, the ""national sport of Cornwall"" Cornish Pirates, a rugby union team Launceston RUFC, known as the Cornish All Blacks Other uses Cornish Art Colony, in Cornish, New Hampshire Cornish Assembly Cornish College of the Arts, an institution in Seattle, Washington Cornish pilot gig, a type of rowing boat The Cornish Trilogy, three related novels by Canadian novelist Robertson Davies See also Kornis, a family of the Hungarian nobility List of topics related to Cornwall Language and nationality disambiguation pages

",Document 2:
who sang the theme song for as told by ginger,"Question: who sang the theme song for as told by ginger

",
who sings the theme song to mystery science theater 3000,"Question: who sings the theme song to mystery science theater 3000


Document 1:
Sage Township is a civil township of Gladwin County in the U.S. state of Michigan. The population was 2,457 at the 2010 census. Geography According to the U.S. Census Bureau, the township has a total area of , of which is land and (3.39%) is water. Pratt Lake is located in the center of the township. Major highways runs west–east and forms most of the northern boundary of the township. At the northeast corner of the township, M-18 turns south and forms the entire eastern boundary of the township. runs west–east for a brief length at the southwest corner of the township. Demographics As of the census of 2000, there were 2,617 people, 986 households, and 775 families residing in the township. The population density was 75.8 per square mile (29.3/km). There were 1,526 housing units at an average density of 44.2 per square mile (17.1/km). The racial makeup of the township was 97.02% White, 0.04% African American, 0.76% Native American, 0.38% Asian, 0.27% from other races, and 1.53% from two or more races. Hispanic or Latino of any race were 0.38% of the population. There were 986 households, out of which 31.2% had children under the age of 18 living with them, 67.8% were married couples living together, 7.9% had a female householder with no husband present, and 21.3% were non-families. 18.5% of all households were made up of individuals, and 8.5% had someone living alone who was 65 years of age or older. The average household size was 2.60 and the average family size was 2.93. In the township the population was spread out, with 24.7% under the age of 18, 6.2% from 18 to 24, 24.1% from 25 to 44, 26.6% from 45 to 64, and 18.4% who were 65 years of age or older. The median age was 42 years. For every 100 females, there were 98.1 males. For every 100 females age 18 and over, there were 95.0 males. The median income for a household in the township was $33,173, and the median income for a family was $37,143. Males had a median income of $31,078 versus $22,339 for females. The per capita income for the township was $15,470. About 9.3% of families and 12.2% of the population were below the poverty line, including 17.9% of those under age 18 and 4.8% of those age 65 or over. References Townships in Gladwin County, Michigan Townships in Michigan

",Question: Who sings
who plays gowen on when calls the heart,"Question: who plays gowen on when calls the heart

",Args:
who wrote the song the air that i breathe,"Question: who wrote the song the air that i breathe


Document 1:
! is a punctuation mark, called an exclamation mark (33 in ASCII), exclamation point, ecphoneme, or bang. ! or exclamation point may also refer to: Mathematics and computers Factorial, a mathematical function Derangement, a related mathematical function Negation, in logic and some programming languages Uniqueness quantification, in mathematics and logic ! (CONFIG.SYS directive), usage for unconditional execution of directives in FreeDOS configuration files Music ! (The Dismemberment Plan album), 1995 ! (Donnie Vie album), 2016 ""!"" (The Song Formerly Known As), a single on the album Unit by Regurgitator Exclamation Mark (album), an album by Jay Chou Exclamation Point LP, by DA! ! (Trippie Redd album), 2019, or the title track ! (Cláudia Pascoal album), 2020 Other ǃ, the IPA symbol for postalveolar click in speech An indicator of a good chess move in punctuation A dereference operator in BCPL See also !! (disambiguation) !!! (disambiguation) Interrobang, the nonstandard mix of a question mark and an exclamation mark ḷ, not the exclamation mark, but a lower-case letter Ḷ used in Asturian wiktionary:en:﹗

",n 2:
as a result of ach stimulation calcium ions are released from the,"Question: as a result of ach stimulation calcium ions are released from the

",# Solution
how many judges are there in the book of judges in the bible,"Question: how many judges are there in the book of judges in the bible

",
what new technology helped win the war in the pacific,"Question: what new technology helped win the war in the pacific


Document 1:
The 530s decade ran from January 1, 530, to December 31, 539. Significant people Belisarius Notes References Bibliography

",Document 2:
when did world war 2 star and end,"Question: when did world war 2 star and end

",
when was the catechism of the catholic church written,"Question: when was the catechism of the catholic church written

",A. 1566
who sang beauty school dropout in the film grease,"Question: who sang beauty school dropout in the film grease


Document 1:
Çevik Bir (born 1939) is a retired Turkish army general. He was a member of the Turkish General Staff in the 1990s. He took a major part in several important international missions in the Middle East and North Africa. He was born in Buca, Izmir Province, in 1939 and is married with one child. He graduated from the Turkish Military Academy as an engineer officer in 1958, from the Army Staff College in 1970 and from the Armed Forces College in 1971. He graduated from NATO Defense College, Rome, Italy in 1973. From 1973 to 1985, he served at SHAPE, NATO's headquarters in Belgium. He was promoted to brigadier general and commanded an armed brigade and division in Turkey. From 1987 to 1991, he served as major general, and then was promoted to lieutenant general. After the dictator Siad Barre’s ousting, conflicts between the General Mohammed Farah Aidid party and other clans in Somalia had led to famine and lawlessness throughout the country. An estimated 300,000 people had died from starvation. A combined military force of United States and United Nations (under the name ""UNOSOM"") were deployed to Mogadishu, to monitor the ceasefire and deliver food and supplies to the starving people of Somali. Çevik Bir, who was then a lieutenant-general of Turkey, became the force commander of UNOSOM II in April 1993. Despite the retreat of US and UN forces after several deaths due to local hostilities mainly led by Aidid, the introduction of a powerful military force opened the transportation routes, enabling the provision of supplies and ended the famine quickly. He was succeeded as Force Commander by a Malaysian general in January 1994. He became a four-star general and served three years as vice chairman of the Turkish Armed Forces, then appointed commander of the Turkish First Army, in Istanbul. While he was vice chairman of the TAF, he signed the Turkish-Israeli Military Coordination agreement in 1996. Çevik Bir became the Turkish army's deputy chief of general staff shortly after the Somali operation and played a vital role in establishing a Turkish-Israeli entente. Çevik Bir retired from the army on August 30, 1999. He is a former member of the Association for the Study of the Middle East and Africa (ASMEA). On April 12, 2012, Bir and 30 other officers were taken in custody for their role in the 1997 military memorandum that forced the then Turkish government, led by the Refah Partisi (Welfare Party), to step down. Çevik Bir, one of the generals who planned the process, said ""In Turkey we have a marriage of Islam and democracy. (…) The child of this marriage is secularism. Now this child gets sick from time to time. The Turkish Armed Forces is the doctor which saves the child. Depending on how sick the kid is, we administer the necessary medicine to make sure the child recuperates"". Distinctions United Nations Medal (1994) US Medal of Merit (1994) Turkish Armed Forces Medal of Distinguished Service (1995) German Medal of Honor (1996) Turkish Armed Forces Medal of Merit (1996) United Kingdom Distinguished Achievement Medal (1997) United Kingdom Distinguished Service Medal (1997) Jordanian Medal of Istihkak (1998) French Medal of Merit (1999) References 1939 births People from İzmir Living people Turkish Military Academy alumni Army War College (Turkey) alumni Turkish Army generals

",Question: who sang
who won the indy car race in phoenix,"Question: who won the indy car race in phoenix

",
what does aron hakodesh refer to in english,"Question: what does aron hakodesh refer to in english

",A. A Jewish
what is the line in the middle of a time zone that in theory determines the time of that zone,"Question: what is the line in the middle of a time zone that in theory determines the time of that zone

",Args:
who do you play as in assassin's creed syndicate,"Question: who do you play as in assassin's creed syndicate

",
the highest officials in the government of the roman republic were,"Question: the highest officials in the government of the roman republic were


Document 1:
Nunda Township is a civil township of Cheboygan County in the U.S. state of Michigan. The population was 1,042 at the 2010 census. Geography Nunda Township is located in southern Cheboygan County and is bordered by Otsego County to the south. The village of Wolverine is in the northwest part of the township. Interstate 75 passes through the western part of the township, with access from Exit 301 east of Wolverine. According to the United States Census Bureau, the township has a total area of , of which is land and , or 1.70%, is water. The Sturgeon River flows northward through the western part of the township, past the village of Wolverine, and the Pigeon River flows northward through the eastern part of the township. Demographics As of the census of 2000, there were 925 people, 370 households, and 257 families residing in the township. The population density was 13.2 per square mile (5.1/km). There were 706 housing units at an average density of 10.0 per square mile (3.9/km). The racial makeup of the township was 97.08% White, 0.11% African American, 0.76% Native American, 0.11% from other races, and 1.95% from two or more races. Hispanic or Latino of any race were 0.32% of the population. There were 370 households, out of which 29.2% had children under the age of 18 living with them, 54.6% were married couples living together, 10.0% had a female householder with no husband present, and 30.5% were non-families. 25.4% of all households were made up of individuals, and 8.9% had someone living alone who was 65 years of age or older. The average household size was 2.49 and the average family size was 2.96. In the township the population was spread out, with 24.4% under the age of 18, 7.6% from 18 to 24, 28.2% from 25 to 44, 25.2% from 45 to 64, and 14.6% who were 65 years of age or older. The median age was 37 years. For every 100 females, there were 96.8 males. For every 100 females age 18 and over, there were 102.0 males. The median income for a household in the township was $28,036, and the median income for a family was $31,406. Males had a median income of $28,750 versus $18,500 for females. The per capita income for the township was $12,802. About 9.1% of families and 14.0% of the population were below the poverty line, including 17.1% of those under age 18 and 4.7% of those age 65 or over. References Townships in Cheboygan County, Michigan Townships in Michigan

",ocument 2:
what are the dates of the second new deal,"Question: what are the dates of the second new deal

",Returns:
when was the passion of the christ made,"Question: when was the passion of the christ made

",A. 16th
who won the academy award for baby jane,"Question: who won the academy award for baby jane


Document 1:
Lodi Township is a civil township of Washtenaw County in the U.S. state of Michigan, located southwest of Ann Arbor. The population was 6,058 at the 2010 census. History Lodi Township was established in 1834 in Michigan Territory, three years before Michigan became a state. It was named after the Town of Lodi, an area near New York State's Finger Lakes. Geography According to the United States Census Bureau, the township has a total area of , of which is land and , or 0.53%, is water. Demographics As of the census of 2000, there were 5,710 people, 1,960 households, and 1,611 families residing in the township. The population density was 169.4 per square mile (65.4/km2). There were 2,031 housing units at an average density of 60.2 per square mile (23.3/km2). The racial makeup of the township was 94.24% White, 2.28% African American, 0.32% Native American, 1.40% Asian, 0.05% Pacific Islander, 0.26% from other races, and 1.45% from two or more races. Hispanic or Latino of any race were 1.23% of the population. There were 1,960 households, out of which 41.8% had children under the age of 18 living with them, 73.9% were married couples living together, 6.0% had a female householder with no husband present, and 17.8% were non-families. 13.4% of all households were made up of individuals, and 4.4% had someone living alone who was 65 years of age or older. The average household size was 2.91 and the average family size was 3.22. In the township the population was spread out, with 29.4% under the age of 18, 6.0% from 18 to 24, 26.5% from 25 to 44, 29.1% from 45 to 64, and 9.1% who were 65 years of age or older. The median age was 39 years. For every 100 females, there were 97.9 males. For every 100 females age 18 and over, there were 97.2 males. The median income for a household in the township was $88,419, and the median income for a family was $96,233. Males had a median income of $68,667 versus $39,722 for females. The per capita income for the township was $37,516. About 2.8% of families and 3.3% of the population were below the poverty line, including 4.1% of those under age 18 and 4.4% of those age 65 or over. Notable residents Orrin Howe (1786–1848), first Speaker Pro Tempore of the Michigan House of Representatives Gallery References External links Lodi Township official website Townships in Washtenaw County, Michigan Townships in Michigan 1834 establishments in Michigan Territory Populated places established in 1834

",uestion: Who won
who was cast into the lion's den,"Question: who was cast into the lion's den


Document 1:
Wilfrid Wilson Gibson (2 October 1878 – 26 May 1962) was a British Georgian poet, associated with World War I but also the author of much later work. Early work Gibson was born in Hexham, Northumberland, and left the north for London in 1914 after his mother died. He had been publishing poems in magazines since 1895, and his first collections in book form were published by Elkin Mathews in 1902. His collections of verse plays and dramatic poems The Stonefolds and On The Threshold were published by the Samurai Press (of Cranleigh) in 1907, followed next year by the book of poems, The Web of Life. Despite his residence in London, and later in Gloucestershire, many of Gibson's poems both then and later, have Northumberland settings: Hexham's Market Cross; Hareshaw; and The Kielder Stone. Others deal with poverty and passion amid wild Northumbrian landscapes. Still others are devoted to fishermen, industrial workers and miners, often alluding to local ballads and the rich folk-song heritage of the North East. It was in London that he met both Edward Marsh and Rupert Brooke, becoming a close friend and later Brooke's literary executor (with Lascelles Abercrombie and Walter de la Mare). This was at the period when the first Georgian Poetry anthology was being hatched. Gibson was one of the insiders. During the early part of his writing life, Wilfrid Wilson Gibson wrote poems that featured the ""macabre."" One such poem is Flannan Isle, based on a real life mystery. Gibson was one of the founders of the Dymock poets, a community of writers who settled briefly, before the outbreak of the Great War, in the village of Dymock, in north Gloucestershire. There are indications that he wrote prose as well. For instance, he wrote and argued beautifully about the merit of verse at the time of World War II. He wrote a piece of criticism on Italian Nationalism and English Letters by Harry W. Rudman regarding the contributions made by Italian exiles in England to English literature, which were in the form of poetry by and large. He also wrote criticism on The Burning Oracle: Studies in the Poetry of Action by G. Wilson Knight, wherein he commends the fact that Knight sees the creative energy of living writers not only in the creation of artworks but also in the creation of life itself. Death and reputation Gibson died on 26 May 1962, in Virginia Water, Surrey. His reputation was eclipsed somewhat by the Ezra Pound-T. S. Eliot school of Modernist poetry;<ref>The Literary Encyclopedia states that his reputation plummeted. Whistler p. 282 has Gibson's was the saddest fate of all the Georgians. Once acclaimed as the leader of an exciting new movement, , when that movement came into derision the critics found in him the epitome of its vices.</ref> his work remained popular. Further reading Dominic Hibberd, Wilfrid Gibson and Harold Monro, the Pioneers'' (Cecil Woolf, 2006) Notes External links Page at Spartacus Elizabeth Whitcomb Houghton Collection, containing letters by Gibson Gloucestershire Poets, Writers and Artists Collection University of Gloucestershire Archives and Special Collections Archival material at 1878 births 1962 deaths 20th-century English poets People from Hexham British Army soldiers British Army personnel of World War I British World War I poets 20th-century English male writers English male poets People from Dymock

",
who wrote the song it's the climb,"Question: who wrote the song it's the climb

",
